Date,NewCases,Lockdown,Temp_0,Temp_1,Temp_2,Temp_3,Temp_4,Temp_5,Temp_6,Temp_7,Temp_8,Temp_9,Temp_10,Temp_11,Temp_12,Temp_13,Temp_14,RH_0,RH_1,RH_2,RH_3,RH_4,RH_5,RH_6,RH_7,RH_8,RH_9,RH_10,RH_11,RH_12,RH_13,RH_14
01-03-2020,0.0,0.0,29.0,29.0,29.0,29.0,29.0,29.0,27.0,28.0,28.0,27.0,28.0,29.0,28.0,29.0,30.0,55.0,58.0,59.0,60.0,59.0,56.0,59.0,64.0,66.0,62.0,56.0,51.0,49.0,53.0,47.0
02-03-2020,0.0,0.0,30.0,29.0,29.0,29.0,29.0,29.0,29.0,27.0,28.0,28.0,27.0,28.0,29.0,28.0,29.0,56.0,55.0,58.0,59.0,60.0,59.0,56.0,59.0,64.0,66.0,62.0,56.0,51.0,49.0,53.0
03-03-2020,0.0,0.0,32.0,30.0,29.0,29.0,29.0,29.0,29.0,29.0,27.0,28.0,28.0,27.0,28.0,29.0,28.0,54.0,56.0,55.0,58.0,59.0,60.0,59.0,56.0,59.0,64.0,66.0,62.0,56.0,51.0,49.0
04-03-2020,0.0,0.0,30.0,32.0,30.0,29.0,29.0,29.0,29.0,29.0,29.0,27.0,28.0,28.0,27.0,28.0,29.0,61.0,54.0,56.0,55.0,58.0,59.0,60.0,59.0,56.0,59.0,64.0,66.0,62.0,56.0,51.0
05-03-2020,0.0,0.0,31.0,30.0,32.0,30.0,29.0,29.0,29.0,29.0,29.0,29.0,27.0,28.0,28.0,27.0,28.0,60.0,61.0,54.0,56.0,55.0,58.0,59.0,60.0,59.0,56.0,59.0,64.0,66.0,62.0,56.0
06-03-2020,0.0,0.0,30.0,31.0,30.0,32.0,30.0,29.0,29.0,29.0,29.0,29.0,29.0,27.0,28.0,28.0,27.0,63.0,60.0,61.0,54.0,56.0,55.0,58.0,59.0,60.0,59.0,56.0,59.0,64.0,66.0,62.0
07-03-2020,0.0,0.0,31.0,30.0,31.0,30.0,32.0,30.0,29.0,29.0,29.0,29.0,29.0,29.0,27.0,28.0,28.0,62.0,63.0,60.0,61.0,54.0,56.0,55.0,58.0,59.0,60.0,59.0,56.0,59.0,64.0,66.0
08-03-2020,0.0,0.0,31.0,31.0,30.0,31.0,30.0,32.0,30.0,29.0,29.0,29.0,29.0,29.0,29.0,27.0,28.0,66.0,62.0,63.0,60.0,61.0,54.0,56.0,55.0,58.0,59.0,60.0,59.0,56.0,59.0,64.0
09-03-2020,0.0,0.0,31.0,31.0,31.0,30.0,31.0,30.0,32.0,30.0,29.0,29.0,29.0,29.0,29.0,29.0,27.0,64.0,66.0,62.0,63.0,60.0,61.0,54.0,56.0,55.0,58.0,59.0,60.0,59.0,56.0,59.0
10-03-2020,0.0,0.0,30.0,31.0,31.0,31.0,30.0,31.0,30.0,32.0,30.0,29.0,29.0,29.0,29.0,29.0,29.0,52.0,64.0,66.0,62.0,63.0,60.0,61.0,54.0,56.0,55.0,58.0,59.0,60.0,59.0,56.0
11-03-2020,0.0,0.0,30.0,30.0,31.0,31.0,31.0,30.0,31.0,30.0,32.0,30.0,29.0,29.0,29.0,29.0,29.0,53.0,52.0,64.0,66.0,62.0,63.0,60.0,61.0,54.0,56.0,55.0,58.0,59.0,60.0,59.0
12-03-2020,0.0,0.0,30.0,30.0,30.0,31.0,31.0,31.0,30.0,31.0,30.0,32.0,30.0,29.0,29.0,29.0,29.0,55.0,53.0,52.0,64.0,66.0,62.0,63.0,60.0,61.0,54.0,56.0,55.0,58.0,59.0,60.0
13-03-2020,0.0,0.0,30.0,30.0,30.0,30.0,31.0,31.0,31.0,30.0,31.0,30.0,32.0,30.0,29.0,29.0,29.0,48.0,55.0,53.0,52.0,64.0,66.0,62.0,63.0,60.0,61.0,54.0,56.0,55.0,58.0,59.0
14-03-2020,0.0,0.0,30.0,30.0,30.0,30.0,30.0,31.0,31.0,31.0,30.0,31.0,30.0,32.0,30.0,29.0,29.0,52.0,48.0,55.0,53.0,52.0,64.0,66.0,62.0,63.0,60.0,61.0,54.0,56.0,55.0,58.0
15-03-2020,0.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,31.0,31.0,31.0,30.0,31.0,30.0,32.0,30.0,29.0,57.0,52.0,48.0,55.0,53.0,52.0,64.0,66.0,62.0,63.0,60.0,61.0,54.0,56.0,55.0
16-03-2020,0.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,31.0,31.0,31.0,30.0,31.0,30.0,32.0,30.0,57.0,57.0,52.0,48.0,55.0,53.0,52.0,64.0,66.0,62.0,63.0,60.0,61.0,54.0,56.0
17-03-2020,0.0,0.0,32.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,31.0,31.0,31.0,30.0,31.0,30.0,32.0,51.0,57.0,57.0,52.0,48.0,55.0,53.0,52.0,64.0,66.0,62.0,63.0,60.0,61.0,54.0
18-03-2020,0.0,0.0,30.0,32.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,31.0,31.0,31.0,30.0,31.0,30.0,50.0,51.0,57.0,57.0,52.0,48.0,55.0,53.0,52.0,64.0,66.0,62.0,63.0,60.0,61.0
19-03-2020,0.0,0.0,31.0,30.0,32.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,31.0,31.0,31.0,30.0,31.0,47.0,50.0,51.0,57.0,57.0,52.0,48.0,55.0,53.0,52.0,64.0,66.0,62.0,63.0,60.0
